"Date","Asset","Return"
2014-10-15,"Danske Invest Kommuner 4 KL",0.000669088
2014-10-15,"Danske Invest Danm In ex OMXC20 DKK d",-0.0362608
2014-10-15,"Danske Inv EuroIG CorpBds Re KL DKKd",0.0028522
2014-10-15,"Danske Invest Gl VO KL DKK W d h",0.00237079
2014-10-15,"Danske Invest Euro IG Corp Bd I",-0.000736436
2014-10-15,"Wealth Invest HP Engros Korte Danske Obl",-0.00059787
2014-10-15,"Gudme Raaschou European High Yield",-0.0052814
2014-10-15,"Jyske Invest Højt Ratede Vrk.obl KL",-0.00149582
2014-10-15,"Maj Invest Danske Obligationer",0.00203114
2014-10-15,"Maj Invest Vækstaktier",-0.00410826
2014-10-15,"Nordea Invest Engros Corporate Bonds",0.00238618
2014-10-15,"Nordea Invest Danske Aktier Fokus KL 1",-0.0467318
2014-10-15,"Nordea Invest Euro High Yield Bnd KL 1",-0.0069353
2014-10-15,"Nordea Invest Korte Obl Lagerbe KL 1",0.00103928
2014-10-15,"Nykredit Invest Engros DK Fokusaktier KL",0.00138207
2014-10-15,"Nykredit Invest Ansvarlige Kreditobl.",0.000731886
2014-10-15,"Wealth Invest HP Invest Korte Danske Obl",-0.000597871
2014-10-15,"iShares Gold Producers ETF USD Acc",-0.0219793
2014-10-15,"Nordea Invest Danske Aktier Fokus KL 2",-0.0467318
2014-10-15,"Nordea Invest Korte Obli Lagerbe KL 2",0.00103928
2014-10-15,"Nordea Invest Euro High Yield Bonds KL 2",-0.0069353
2014-10-22,"BankInvest Korte Danske Obligationer W",-0.000109673
2014-10-22,"BankInvest Korte Danske Obligationer A",-0.000109673
2014-10-22,"BGF Swiss Small & MidCap Opps D2",0.0519646
2014-10-22,"BGF World Gold A2 HKD Hedged",-0.0108566
2014-10-22,"BGF World Gold A2",-0.0105429
2014-10-22,"BGF World Gold X2",-0.00987423
2014-10-22,"BGF World Gold D4",-0.0095506
2014-10-22,"BGF World Gold I2",-0.0100512
2014-10-22,"BGF World Gold D2 SGD Hedged",-0.00980887
2014-10-22,"BGF Swiss Small & MidCap Opps A2",0.0518106
2014-10-22,"BGF World Gold D2",-0.0101028
2014-10-22,"BGF World Gold A4",-0.0105429
2014-10-22,"BSF European Unconstrained Eq I2 PF EUR",0.0340113
2014-10-22,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.000491207
2014-10-22,"Danske Invest Danm In x OMXC20 DKK Wd",0.0558511
2014-10-22,"Danske Inv Euro IG CB Rst DKK Wd",-0.0030353
2014-10-22,"Danske Invest Euro IG Obl KL DKK Wdh",-0.00326169
2014-10-22,"Danske Invest US High Yield Bonds KL",-0.00326169
2014-10-22,"Danske Invest Kommuner 4 KL",-0.00038208
2014-10-22,"Danske Invest Danm In ex OMXC20 DKK d",0.0558511
2014-10-22,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.0030353
2014-10-22,"Danske Invest Gl VO KL DKK W d h",-0.00321665
2014-10-22,"Danske Invest Euro IG Corp Bd I",-0.00198909
2014-10-22,"Wealth Invest HP Engros Korte Danske Obl",-0.00020513
2014-10-22,"Gudme Raaschou European High Yield",0.0004148
2014-10-22,"Jyske Invest Højt Ratede Vrk.obl KL",0.000881213
2014-10-22,"Maj Invest Vækstaktier",0.00800777
2014-10-22,"Nordea Invest Engros Corporate Bonds",-0.00219006
2014-10-22,"Nordea Invest Danske Aktier Fokus KL 1",0.0621165
2014-10-22,"Nordea Invest Euro High Yield Bnd KL 1",0.000707214
2014-10-22,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000726744
2014-10-22,"Nykredit Invest Engros DK Fokusaktier KL",-0.0014369
2014-10-22,"Nykredit Invest Ansvarlige Kreditobl.",-0.00138144
2014-10-22,"Wealth Invest HP Invest Korte Danske Obl",-0.000205129
2014-10-22,"iShares Gold Producers ETF USD Acc",-0.0273554
2014-10-22,"Nordea Invest Danske Aktier Fokus KL 2",0.0621165
2014-10-22,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000726744
2014-10-22,"Nordea Invest Euro High Yield Bonds KL 2",0.000707214
2014-10-29,"BankInvest Korte Danske Obligationer W",0.000658111
2014-10-29,"BankInvest Korte Danske Obligationer A",0.000658111
2014-10-29,"BGF Swiss Small & MidCap Opps D2",0.02128
2014-10-29,"BGF World Gold A2 HKD Hedged",-0.0330423
2014-10-29,"BGF World Gold A2",-0.0333175
2014-10-29,"BGF World Gold X2",-0.0329617
2014-10-29,"BGF World Gold D4",-0.0330622
2014-10-29,"BGF World Gold I2",-0.0335013
2014-10-29,"BGF World Gold D2 SGD Hedged",-0.0323164
2014-10-29,"BGF Swiss Small & MidCap Opps A2",0.0211201
2014-10-29,"BGF World Gold D2",-0.0334139
2014-10-29,"BGF World Gold A4",-0.0333175
2014-10-29,"BSF European Unconstrained Eq I2 PF EUR",0.0165107
2014-10-29,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.000589739
2014-10-29,"Danske Invest Danm In x OMXC20 DKK Wd",0.0236331
2014-10-29,"Danske Inv Euro IG CB Rst DKK Wd",0.000917895
2014-10-29,"Danske Invest Euro IG Obl KL DKK Wdh",0.00100688
2014-10-29,"Danske Invest US High Yield Bonds KL",0.00100688
2014-10-29,"Danske Invest Kommuner 4 KL",0.00028667
2014-10-29,"Danske Invest Danm In ex OMXC20 DKK d",0.0236331
2014-10-29,"Danske Inv EuroIG CorpBds Re KL DKKd",0.000917895
2014-10-29,"Danske Invest Gl VO KL DKK W d h",0.00123386
2014-10-29,"Danske Invest Euro IG Corp Bd I",0.00220102
2014-10-29,"Wealth Invest HP Engros Korte Danske Obl",0.000103997
2014-10-29,"Gudme Raaschou European High Yield",0.00489261
2014-10-29,"Jyske Invest Højt Ratede Vrk.obl KL",0.0014087
2014-10-29,"Maj Invest Danske Obligationer",-0.0003861
2014-10-29,"Maj Invest Vækstaktier",-0.0102913
2014-10-29,"Nordea Invest Engros Corporate Bonds",0.00104972
2014-10-29,"Nordea Invest Danske Aktier Fokus KL 1",0.0118516
2014-10-29,"Nordea Invest Euro High Yield Bnd KL 1",0.00786219
2014-10-29,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000415584
2014-10-29,"Nykredit Alpha Mira",-0.0039086
2014-10-29,"Nykredit Invest Engros DK Fokusaktier KL",0.00230072
2014-10-29,"Nykredit Invest Ansvarlige Kreditobl.",0.00203434
2014-10-29,"Wealth Invest HP Invest Korte Danske Obl",0.000103997
2014-10-29,"iShares Gold Producers ETF USD Acc",-0.0467155
2014-10-29,"Nordea Invest Danske Aktier Fokus KL 2",0.0118516
2014-10-29,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000415584
2014-10-29,"Nordea Invest Euro High Yield Bonds KL 2",0.00786219
2014-11-05,"BankInvest Korte Danske Obligationer W",-0.000109613
2014-11-05,"BankInvest Korte Danske Obligationer A",-0.000109613
2014-11-05,"BGF Swiss Small & MidCap Opps D2",0.0142865
2014-11-05,"BGF World Gold A2 HKD Hedged",-0.102327
2014-11-05,"BGF World Gold A2",-0.102969
2014-11-05,"BGF World Gold X2",-0.10256
2014-11-05,"BGF World Gold D4",-0.102426
2014-11-05,"BGF World Gold I2",-0.102664
2014-11-05,"BGF World Gold D2 SGD Hedged",-0.120883
2014-11-05,"BGF Swiss Small & MidCap Opps A2",0.0141442
2014-11-05,"BGF World Gold D2",-0.10277
2014-11-05,"BGF World Gold A4",-0.102969
2014-11-05,"BSF European Unconstrained Eq I2 PF EUR",0.0128406
2014-11-05,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000688434
2014-11-05,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00130274
2014-11-05,"Danske Inv Euro IG CB Rst DKK Wd",0.0038472
2014-11-05,"Danske Invest Euro IG Obl KL DKK Wdh",0.00402347
2014-11-05,"Danske Invest US High Yield Bonds KL",0.00402347
2014-11-05,"Danske Invest Kommuner 4 KL",-0.000573175
2014-11-05,"Danske Invest Danm In ex OMXC20 DKK d",-0.00130274
2014-11-05,"Danske Inv EuroIG CorpBds Re KL DKKd",0.0038472
2014-11-05,"Danske Invest Gl VO KL DKK W d h",0.00398142
2014-11-05,"Danske Invest Teknologi Indeks KL",-0.000753478
2014-11-05,"Danske Invest Euro IG Corp Bd I",0.00283573
2014-11-05,"Wealth Invest HP Engros Korte Danske Obl",-0.000907481
2014-11-05,"Gudme Raaschou European High Yield",0.00181548
2014-11-05,"Jyske Invest Højt Ratede Vrk.obl KL",0.00325303
2014-11-05,"Maj Invest Danske Obligationer",0.000482812
2014-11-05,"Maj Invest Vækstaktier",0.000304044
2014-11-05,"Nordea Invest Engros Corporate Bonds",0.00276454
2014-11-05,"Nordea Invest Danske Aktier Fokus KL 1",0.00841672
2014-11-05,"Nordea Invest Euro High Yield Bnd KL 1",0.0012271
2014-11-05,"Nordea Invest Korte Obl Lagerbe KL 1",0.000519696
2014-11-05,"Nykredit Alpha Mira",-0.0168528
2014-11-05,"Nykredit Invest Engros DK Fokusaktier KL",0.00305319
2014-11-05,"Nykredit Invest Ansvarlige Kreditobl.",0.00308592
2014-11-05,"Wealth Invest HP Invest Korte Danske Obl",-0.000907481
2014-11-05,"iShares Gold Producers ETF USD Acc",-0.142709
2014-11-05,"Nordea Invest Danske Aktier Fokus KL 2",0.00841672
2014-11-05,"Nordea Invest Korte Obli Lagerbe KL 2",0.000519696
2014-11-05,"Nordea Invest Euro High Yield Bonds KL 2",0.0012271
2014-11-12,"BankInvest Korte Danske Obligationer W",0.002631
2014-11-12,"BankInvest Korte Danske Obligationer A",0.002631
2014-11-12,"BGF Swiss Small & MidCap Opps D2",0.00761379
2014-11-12,"BGF World Gold A2 HKD Hedged",0.0784405
2014-11-12,"BGF World Gold A2",0.0785987
2014-11-12,"BGF World Gold X2",0.0786717
2014-11-12,"BGF World Gold D4",0.0800938
2014-11-12,"BGF World Gold I2",0.0786338
2014-11-12,"BGF World Gold D2 SGD Hedged",0.0851892
2014-11-12,"BGF Swiss Small & MidCap Opps A2",0.00748338
2014-11-12,"BGF World Gold D2",0.0789668
2014-11-12,"BGF World Gold A4",0.0785987
2014-11-12,"BSF European Unconstrained Eq I2 PF EUR",0.00477476
2014-11-12,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000982801
2014-11-12,"Danske Invest Danm In x OMXC20 DKK Wd",-0.017465
2014-11-12,"Danske Inv Euro IG CB Rst DKK Wd",0.0029808
2014-11-12,"Danske Invest Euro IG Obl KL DKK Wdh",0.00300551
2014-11-12,"Danske Invest US High Yield Bonds KL",0.00300551
2014-11-12,"Danske Invest Kommuner 4 KL",0.00095584
2014-11-12,"Danske Invest Danm In ex OMXC20 DKK d",-0.017465
2014-11-12,"Danske Inv EuroIG CorpBds Re KL DKKd",0.0029808
2014-11-12,"Danske Invest Gl VO KL DKK W d h",0.00311585
2014-11-12,"Danske Invest Euro IG Corp Bd I",0.00314592
2014-11-12,"Wealth Invest HP Engros Korte Danske Obl",-0.000544998
2014-11-12,"Gudme Raaschou European High Yield",0.00477759
2014-11-12,"Jyske Invest Højt Ratede Vrk.obl KL",0.000963982
2014-11-12,"Maj Invest Danske Obligationer",0.000289547
2014-11-12,"Maj Invest Vækstaktier",0.00182371
2014-11-12,"Nordea Invest Engros Corporate Bonds",0.00237665
2014-11-12,"Nordea Invest Danske Aktier Fokus KL 1",-0.000408568
2014-11-12,"Nordea Invest Euro High Yield Bnd KL 1",0.00332662
2014-11-12,"Nordea Invest Korte Obl Lagerbe KL 1",0.000623312
2014-11-12,"Nykredit Alpha Mira",-0.00127923
2014-11-12,"Nykredit Invest Engros DK Fokusaktier KL",0.002556
2014-11-12,"Nykredit Invest Ansvarlige Kreditobl.",0.00226684
2014-11-12,"Wealth Invest HP Invest Korte Danske Obl",-0.000544998
2014-11-12,"iShares Gold Producers ETF USD Acc",0.0951075
2014-11-12,"Nordea Invest Danske Aktier Fokus KL 2",-0.000408568
2014-11-12,"Nordea Invest Korte Obli Lagerbe KL 2",0.000623312
2014-11-12,"Nordea Invest Euro High Yield Bonds KL 2",0.00332662
2014-11-19,"BankInvest Korte Danske Obligationer W",0.000218675
2014-11-19,"BankInvest Korte Danske Obligationer A",0.000218675
2014-11-19,"BGF Swiss Small & MidCap Opps D2",0.00439026
2014-11-19,"BGF World Gold A2 HKD Hedged",0.0490022
2014-11-19,"BGF World Gold A2",0.0499875
2014-11-19,"BGF World Gold X2",0.0507006
2014-11-19,"BGF World Gold D4",0.0481554
2014-11-19,"BGF World Gold I2",0.050434
2014-11-19,"BGF World Gold D2 SGD Hedged",0.0351426
2014-11-19,"BGF Swiss Small & MidCap Opps A2",0.00422349
2014-11-19,"BGF World Gold D2",0.0498729
2014-11-19,"BGF World Gold A4",0.0499875
2014-11-19,"BSF European Unconstrained Eq I2 PF EUR",-0.00163209
2014-11-19,"Danske Invest Alm Bol ML Obl Kl DKK W d",9.81836e-05
2014-11-19,"Danske Invest Danm In x OMXC20 DKK Wd",0.00656439
2014-11-19,"Danske Inv Euro IG CB Rst DKK Wd",-0.00216255
2014-11-19,"Danske Invest Euro IG Obl KL DKK Wdh",-0.00216414
2014-11-19,"Danske Invest US High Yield Bonds KL",-0.00216414
2014-11-19,"Danske Invest Kommuner 4 KL",0.00124141
2014-11-19,"Danske Invest Danm In ex OMXC20 DKK d",0.00656439
2014-11-19,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.00216255
2014-11-19,"Danske Invest Gl VO KL DKK W d h",-0.00216491
2014-11-19,"Danske Invest Euro IG Corp Bd I",-6.24652e-05
2014-11-19,"Wealth Invest HP Engros Korte Danske Obl",-0.000167654
2014-11-19,"Gudme Raaschou European High Yield",-0.000655845
2014-11-19,"Jyske Invest Højt Ratede Vrk.obl KL",0.000787953
2014-11-19,"Maj Invest Danske Obligationer",-0.000964878
2014-11-19,"Maj Invest Vækstaktier",0.00303398
2014-11-19,"Nordea Invest Engros Corporate Bonds",-0.00208649
2014-11-19,"Nordea Invest Danske Aktier Fokus KL 1",0.0161742
2014-11-19,"Nordea Invest Euro High Yield Bnd KL 1",0.00034901
2014-11-19,"Nordea Invest Korte Obl Lagerbe KL 1",-0.00186877
2014-11-19,"Nykredit Invest Engros DK Fokusaktier KL",4.15761e-06
2014-11-19,"Nykredit Invest Ansvarlige Kreditobl.",8.07754e-05
2014-11-19,"Wealth Invest HP Invest Korte Danske Obl",-0.000167654
2014-11-19,"iShares Gold Producers ETF USD Acc",0.0460433
2014-11-19,"Nordea Invest Danske Aktier Fokus KL 2",0.0161742
2014-11-19,"Nordea Invest Korte Obli Lagerbe KL 2",-0.00186877
2014-11-19,"Nordea Invest Euro High Yield Bonds KL 2",0.00034901
2014-11-26,"BankInvest Korte Danske Obligationer W",-0.000655881
2014-11-26,"BankInvest Korte Danske Obligationer A",-0.000655881
2014-11-26,"BGF Swiss Small & MidCap Opps D2",0.0103726
2014-11-26,"BGF World Gold A2 HKD Hedged",0.0195766
2014-11-26,"BGF World Gold A2",0.0198493
2014-11-26,"BGF World Gold X2",0.0199533
2014-11-26,"BGF World Gold D4",0.0220682
2014-11-26,"BGF World Gold I2",0.0196445
2014-11-26,"BGF World Gold D2 SGD Hedged",0.0277634
2014-11-26,"BGF Swiss Small & MidCap Opps A2",0.0102298
2014-11-26,"BGF World Gold D2",0.0200427
2014-11-26,"BGF World Gold A4",0.0194682
2014-11-26,"BSF European Unconstrained Eq I2 PF EUR",0.0084758
2014-11-26,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.00049087
2014-11-26,"Danske Invest Danm In x OMXC20 DKK Wd",0.0101854
2014-11-26,"Danske Inv Euro IG CB Rst DKK Wd",0.00250364
2014-11-26,"Danske Invest Euro IG Obl KL DKK Wdh",0.00275275
2014-11-26,"Danske Invest US High Yield Bonds KL",0.00275275
2014-11-26,"Danske Invest Kommuner 4 KL",-0.00152599
2014-11-26,"Danske Invest Danm In ex OMXC20 DKK d",0.0101854
2014-11-26,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00250364
2014-11-26,"Danske Invest Gl VO KL DKK W d h",0.00264126
2014-11-26,"Danske Invest Euro IG Corp Bd I",0.00083214
2014-11-26,"Wealth Invest HP Engros Korte Danske Obl",-0.000622066
2014-11-26,"Gudme Raaschou European High Yield",0.00139459
2014-11-26,"Jyske Invest Højt Ratede Vrk.obl KL",0.000524888
2014-11-26,"Maj Invest Danske Obligationer",0.00096581
2014-11-26,"Maj Invest Vækstaktier",0.0031458
2014-11-26,"Nordea Invest Engros Corporate Bonds",0.00266109
2014-11-26,"Nordea Invest Danske Aktier Fokus KL 1",0.0249382
2014-11-26,"Nordea Invest Euro High Yield Bnd KL 1",0.000959442
2014-11-26,"Nordea Invest Korte Obl Lagerbe KL 1",0.00104015
2014-11-26,"Nykredit Alpha Mira",-0.0132698
2014-11-26,"Nykredit Invest Engros DK Fokusaktier KL",0.00168404
2014-11-26,"Nykredit Invest Ansvarlige Kreditobl.",0.00137307
2014-11-26,"Wealth Invest HP Invest Korte Danske Obl",-0.000622066
2014-11-26,"iShares Gold Producers ETF USD Acc",0.04443
2014-11-26,"Nordea Invest Danske Aktier Fokus KL 2",0.0249382
2014-11-26,"Nordea Invest Korte Obli Lagerbe KL 2",0.00104015
2014-11-26,"Nordea Invest Euro High Yield Bonds KL 2",0.000959442
2014-12-03,"BankInvest Korte Danske Obligationer W",-0.00142201
2014-12-03,"BankInvest Korte Danske Obligationer A",-0.00142201
2014-12-03,"BGF Swiss Small & MidCap Opps D2",0.0143476
2014-12-03,"BGF World Gold A2 HKD Hedged",-0.0171092
2014-12-03,"BGF World Gold A2",-0.0183764
2014-12-03,"BGF World Gold X2",-0.0181673
2014-12-03,"BGF World Gold D4",-0.0196558
2014-12-03,"BGF World Gold I2",-0.0181387
2014-12-03,"BGF World Gold D2 SGD Hedged",-0.0295857
2014-12-03,"BGF Swiss Small & MidCap Opps A2",0.0142242
2014-12-03,"BGF World Gold D2",-0.0182608
2014-12-03,"BGF World Gold A4",-0.0180095
2014-12-03,"BSF European Unconstrained Eq I2 PF EUR",0.0111063
2014-12-03,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.00108044
2014-12-03,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00253881
2014-12-03,"Danske Inv Euro IG CB Rst DKK Wd",-0.000135898
2014-12-03,"Danske Invest Euro IG Obl KL DKK Wdh",-8.31878e-05
2014-12-03,"Danske Invest US High Yield Bonds KL",-8.31878e-05
2014-12-03,"Danske Invest Kommuner 4 KL",-0.00038208
2014-12-03,"Danske Invest Danm In ex OMXC20 DKK d",-0.00253881
2014-12-03,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.000135898
2014-12-03,"Danske Invest Teknologi Indeks KL",-0.00250769
2014-12-03,"Danske Invest Euro IG Corp Bd I",0.000467774
2014-12-03,"Wealth Invest HP Engros Korte Danske Obl",-0.00127783
2014-12-03,"Gudme Raaschou European High Yield",0.00385025
2014-12-03,"Jyske Invest Højt Ratede Vrk.obl KL",-0.000349742
2014-12-03,"Maj Invest Danske Obligationer",-0.000289464
2014-12-03,"Maj Invest Vækstaktier",0.00820166
2014-12-03,"Nordea Invest Engros Corporate Bonds",9.47867e-05
2014-12-03,"Nordea Invest Danske Aktier Fokus KL 1",-0.00196221
2014-12-03,"Nordea Invest Euro High Yield Bnd KL 1",0.00200418
2014-12-03,"Nordea Invest Korte Obl Lagerbe KL 1",-0.00103907
2014-12-03,"Nykredit Invest Engros DK Fokusaktier KL",0.000638917
2014-12-03,"Nykredit Invest Ansvarlige Kreditobl.",-0.000322633
2014-12-03,"Wealth Invest HP Invest Korte Danske Obl",-0.00127783
2014-12-03,"iShares Gold Producers ETF USD Acc",-0.00781117
2014-12-03,"Nordea Invest Danske Aktier Fokus KL 2",-0.00196221
2014-12-03,"Nordea Invest Korte Obli Lagerbe KL 2",-0.00103907
2014-12-03,"Nordea Invest Euro High Yield Bonds KL 2",0.00200418
2014-12-10,"BankInvest Korte Danske Obligationer W",-0.000219082
2014-12-10,"BankInvest Korte Danske Obligationer A",-0.000219082
2014-12-10,"BGF Swiss Small & MidCap Opps D2",-0.0286937
2014-12-10,"BGF World Gold A2 HKD Hedged",0.0115895
2014-12-10,"BGF World Gold A2",0.0128843
2014-12-10,"BGF World Gold X2",0.0137671
2014-12-10,"BGF World Gold D4",0.012954
2014-12-10,"BGF World Gold I2",0.0133532
2014-12-10,"BGF World Gold D2 SGD Hedged",0.0141232
2014-12-10,"BGF Swiss Small & MidCap Opps A2",-0.028848
2014-12-10,"BGF World Gold D2",0.0133591
2014-12-10,"BGF World Gold A4",0.0128843
2014-12-10,"BSF European Unconstrained Eq I2 PF EUR",0.000978669
2014-12-10,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000294985
2014-12-10,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00261799
2014-12-10,"Danske Inv Euro IG CB Rst DKK Wd",0.00198961
2014-12-10,"Danske Invest Euro IG Obl KL DKK Wdh",0.00207987
2014-12-10,"Danske Invest US High Yield Bonds KL",0.00207987
2014-12-10,"Danske Invest Danm In ex OMXC20 DKK d",-0.00261799
2014-12-10,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00198961
2014-12-10,"Danske Invest Gl VO KL DKK W d h",0.00216389
2014-12-10,"Danske Invest Euro IG Corp Bd I",0.00260899
2014-12-10,"Wealth Invest HP Engros Korte Danske Obl",-0.0011814
2014-12-10,"Jyske Invest Højt Ratede Vrk.obl KL",0.00183679
2014-12-10,"Maj Invest Danske Obligationer",-0.000193032
2014-12-10,"Maj Invest Vækstaktier",-0.00634047
2014-12-10,"Nordea Invest Engros Corporate Bonds",0.00227467
2014-12-10,"Nordea Invest Danske Aktier Fokus KL 1",-0.00230311
2014-12-10,"Nordea Invest Euro High Yield Bnd KL 1",0.000869641
2014-12-10,"Nordea Invest Korte Obl Lagerbe KL 1",0.000104015
2014-12-10,"Nykredit Invest Engros DK Fokusaktier KL",0.00240744
2014-12-10,"Nykredit Invest Ansvarlige Kreditobl.",0.00201711
2014-12-10,"Wealth Invest HP Invest Korte Danske Obl",-0.0011814
2014-12-10,"iShares Gold Producers ETF USD Acc",-0.0238953
2014-12-10,"Nordea Invest Danske Aktier Fokus KL 2",-0.00230311
2014-12-10,"Nordea Invest Korte Obli Lagerbe KL 2",0.000104015
2014-12-10,"Nordea Invest Euro High Yield Bonds KL 2",0.000869641
2014-12-17,"BankInvest Korte Danske Obligationer W",0.000328695
2014-12-17,"BankInvest Korte Danske Obligationer A",0.000328695
2014-12-17,"BGF Swiss Small & MidCap Opps D2",-0.00891588
2014-12-17,"BGF World Gold A2 HKD Hedged",-0.0991158
2014-12-17,"BGF World Gold A2",-0.0996239
2014-12-17,"BGF World Gold X2",-0.0996141
2014-12-17,"BGF World Gold D4",-0.103913
2014-12-17,"BGF World Gold I2",-0.0994186
2014-12-17,"BGF World Gold D2 SGD Hedged",-0.0973897
2014-12-17,"BGF Swiss Small & MidCap Opps A2",-0.00906285
2014-12-17,"BGF World Gold D2",-0.0998633
2014-12-17,"BGF World Gold A4",-0.100004
2014-12-17,"BSF European Unconstrained Eq I2 PF EUR",-0.0187566
2014-12-17,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000982994
2014-12-17,"Danske Invest Danm In x OMXC20 DKK Wd",-0.0213635
2014-12-17,"Danske Inv Euro IG CB Rst DKK Wd",-0.000127299
2014-12-17,"Danske Invest Euro IG Obl KL DKK Wdh",8.3022e-05
2014-12-17,"Danske Invest US High Yield Bonds KL",8.3022e-05
2014-12-17,"Danske Invest Kommuner 4 KL",0.000764453
2014-12-17,"Danske Invest Danm In ex OMXC20 DKK d",-0.0213635
2014-12-17,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.000127299
2014-12-17,"Danske Invest Gl VO KL DKK W d h",-0.000563275
2014-12-17,"Danske Invest Euro IG Corp Bd I",-0.00102761
2014-12-17,"Wealth Invest HP Engros Korte Danske Obl",0.000737028
2014-12-17,"Gudme Raaschou European High Yield",-0.00693651
2014-12-17,"Jyske Invest Højt Ratede Vrk.obl KL",0.00130959
2014-12-17,"Maj Invest Danske Obligationer",-0.000193069
2014-12-17,"Maj Invest Vækstaktier",-0.0109559
2014-12-17,"Nordea Invest Engros Corporate Bonds",0.00113475
2014-12-17,"Nordea Invest Danske Aktier Fokus KL 1",-0.0284894
2014-12-17,"Nordea Invest Euro High Yield Bnd KL 1",-0.00399687
2014-12-17,"Nykredit Invest Engros DK Fokusaktier KL",0.00177435
2014-12-17,"Nykredit Invest Ansvarlige Kreditobl.",0.000966261
2014-12-17,"Wealth Invest HP Invest Korte Danske Obl",0.000737028
2014-12-17,"iShares Gold Producers ETF USD Acc",-0.0731706
2014-12-17,"Nordea Invest Danske Aktier Fokus KL 2",-0.0284894
2014-12-17,"Nordea Invest Euro High Yield Bonds KL 2",-0.00399687
2014-12-24,"BankInvest Korte Danske Obligationer W",-0.000985761
2014-12-24,"BankInvest Korte Danske Obligationer A",-0.000985761
2014-12-24,"BGF Swiss Small & MidCap Opps D2",0.032172
2014-12-24,"BGF World Gold A2 HKD Hedged",0.0351325
2014-12-24,"BGF World Gold A2",0.0361677
2014-12-24,"BGF World Gold X2",0.0366715
2014-12-24,"BGF World Gold D4",0.0430248
2014-12-24,"BGF World Gold I2",0.0364545
2014-12-24,"BGF World Gold D2 SGD Hedged",0.0229854
2014-12-24,"BGF Swiss Small & MidCap Opps A2",0.0320262
2014-12-24,"BGF World Gold D2",0.0365388
2014-12-24,"BGF World Gold A4",0.0366051
2014-12-24,"BSF European Unconstrained Eq I2 PF EUR",0.0126779
2014-12-24,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.000491014
2014-12-24,"Danske Invest Danm In x OMXC20 DKK Wd",0.0248845
2014-12-24,"Danske Inv Euro IG CB Rst DKK Wd",0.00156014
2014-12-24,"Danske Invest Euro IG Obl KL DKK Wdh",0.00141126
2014-12-24,"Danske Invest US High Yield Bonds KL",0.00141126
2014-12-24,"Danske Invest Kommuner 4 KL",0.000286451
2014-12-24,"Danske Invest Danm In ex OMXC20 DKK d",0.0248845
2014-12-24,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00156014
2014-12-24,"Danske Invest Gl VO KL DKK W d h",0.00159684
2014-12-24,"Danske Invest Euro IG Corp Bd I",0.00239628
2014-12-24,"Wealth Invest HP Engros Korte Danske Obl",-0.000137553
2014-12-24,"Gudme Raaschou European High Yield",0.00164352
2014-12-24,"Jyske Invest Højt Ratede Vrk.obl KL",0.00156945
2014-12-24,"Maj Invest Danske Obligationer",0.000482765
2014-12-24,"Maj Invest Vækstaktier",0.00559951
2014-12-24,"Nordea Invest Engros Corporate Bonds",0.00132238
2014-12-24,"Nordea Invest Danske Aktier Fokus KL 1",0.0335555
2014-12-24,"Nordea Invest Euro High Yield Bnd KL 1",0.00340225
2014-12-24,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000416017
2014-12-24,"Nykredit Invest Engros DK Fokusaktier KL",0.00193407
2014-12-24,"Nykredit Invest Ansvarlige Kreditobl.",0.00144799
2014-12-24,"Wealth Invest HP Invest Korte Danske Obl",-0.000137553
2014-12-24,"iShares Gold Producers ETF USD Acc",0.0174535
2014-12-24,"Nordea Invest Danske Aktier Fokus KL 2",0.0335555
2014-12-24,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000416017
2014-12-24,"Nordea Invest Euro High Yield Bonds KL 2",0.00340225
2014-12-31,"BankInvest Korte Danske Obligationer W",0.000382568
2014-12-31,"BankInvest Korte Danske Obligationer A",0.000382568
2014-12-31,"BGF Swiss Small & MidCap Opps D2",0.00159122
2014-12-31,"BGF World Gold A2 HKD Hedged",0.0466597
2014-12-31,"BGF World Gold A2",0.0453894
