"Date","Asset","Return"
2017-01-11,"Wealth Invest HP Invest Korte Danske Obl",0.000473586
2017-01-11,"iShares Gold Producers ETF USD Acc",0.0251754
2017-01-11,"Nordea Invest Danske Aktier Fokus KL 2",0.0125525
2017-01-11,"Nordea Invest Korte Obli Lagerbe KL 2",0.000417493
2017-01-11,"Nordea Invest Euro High Yield Bonds KL 2",0.000433539
2017-01-18,"BankInvest Korte Danske Obligationer W",0.000550116
2017-01-18,"BankInvest Korte Danske Obligationer A",0.000550116
2017-01-18,"BGF Swiss Small & MidCap Opps D2",-0.00475881
2017-01-18,"BGF World Gold A2 HKD Hedged",0.0336322
2017-01-18,"BGF World Gold A2",0.0347587
2017-01-18,"BGF World Gold X2",0.0353056
2017-01-18,"BGF World Gold D4",0.0371616
2017-01-18,"BGF World Gold I2",0.0352611
2017-01-18,"BGF World Gold D2 SGD Hedged",0.0474727
2017-01-18,"BGF Swiss Small & MidCap Opps A2",-0.00492316
2017-01-18,"BGF World Gold D2",0.0352431
2017-01-18,"BGF World Gold A4",0.035106
2017-01-18,"BSF European Unconstrained Eq I2 PF EUR",-0.00660597
2017-01-18,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00138724
2017-01-18,"Danske Invest Danm In x OMXC20 DKK Wd",0.0035131
2017-01-18,"Danske Inv Euro IG CB Rst DKK Wd",-0.000765099
2017-01-18,"Danske Invest Euro IG Obl KL DKK Wdh",-0.000536385
2017-01-18,"Danske Invest US High Yield Bonds KL",-0.000536385
2017-01-18,"Danske Invest Kommuner 4 KL",0.000296033
2017-01-18,"Danske Invest Danm In ex OMXC20 DKK d",0.0035131
2017-01-18,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.000765099
2017-01-18,"Danske Invest Gl VO KL DKK W d h",-0.000930329
2017-01-18,"Danske Invest Euro IG Corp Bd I",0.000795292
2017-01-18,"Wealth Invest HP Engros Korte Danske Obl",-0.000285657
2017-01-18,"Gudme Raaschou European High Yield",0.000758725
2017-01-18,"Jyske Invest Højt Ratede Vrk.obl KL",9.15164e-05
2017-01-18,"Maj Invest Danske Obligationer",0.000681862
2017-01-18,"Maj Invest Vækstaktier",0.00711506
2017-01-18,"Nordea Invest Engros Corporate Bonds",-0.000702811
2017-01-18,"Nordea Invest Danske Aktier Fokus KL 1",-0.00479707
2017-01-18,"Nordea Invest Euro High Yield Bnd KL 1",0.0017334
2017-01-18,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000208659
2017-01-18,"Nykredit Alpha Mira",0.00234867
2017-01-18,"Nykredit Invest Engros DK Fokusaktier KL",0.00128424
2017-01-18,"Nykredit Invest Ansvarlige Kreditobl.",0.00156304
2017-01-18,"Wealth Invest HP Invest Korte Danske Obl",-0.000285658
2017-01-18,"iShares Gold Producers ETF USD Acc",0.0146582
2017-01-18,"Nordea Invest Danske Aktier Fokus KL 2",-0.00479707
2017-01-18,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000208659
2017-01-18,"Nordea Invest Euro High Yield Bonds KL 2",0.0017334
2017-01-25,"BankInvest Korte Danske Obligationer W",-0.000989664
2017-01-25,"BankInvest Korte Danske Obligationer A",-0.000989664
2017-01-25,"BGF Swiss Small & MidCap Opps D2",0.0149001
2017-01-25,"BGF World Gold A2 HKD Hedged",-0.00466329
2017-01-25,"BGF World Gold A2",-0.00445796
2017-01-25,"BGF World Gold X2",-0.00420367
2017-01-25,"BGF World Gold D4",-0.00422444
2017-01-25,"BGF World Gold I2",-0.00445796
2017-01-25,"BGF World Gold D2 SGD Hedged",-0.00164847
2017-01-25,"BGF Swiss Small & MidCap Opps A2",0.0147465
2017-01-25,"BGF World Gold D2",-0.00474906
2017-01-25,"BGF World Gold A4",-0.00477401
2017-01-25,"BSF European Unconstrained Eq I2 PF EUR",-0.00190913
2017-01-25,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.00188007
2017-01-25,"Danske Invest Danm In x OMXC20 DKK Wd",0.00298041
2017-01-25,"Danske Inv Euro IG CB Rst DKK Wd",-0.00286065
2017-01-25,"Danske Invest Euro IG Obl KL DKK Wdh",-0.00268336
2017-01-25,"Danske Invest US High Yield Bonds KL",-0.00268336
2017-01-25,"Danske Invest Kommuner 4 KL",-0.000789188
2017-01-25,"Danske Invest Danm In ex OMXC20 DKK d",0.00298041
2017-01-25,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.00286065
2017-01-25,"Danske Invest Gl VO KL DKK W d h",-0.00237972
2017-01-25,"Danske Invest Euro IG Corp Bd I",-0.00224951
2017-01-25,"Wealth Invest HP Engros Korte Danske Obl",0.000610945
2017-01-25,"Gudme Raaschou European High Yield",0.00143206
2017-01-25,"Jyske Invest Højt Ratede Vrk.obl KL",-0.00301977
2017-01-25,"Maj Invest Danske Obligationer",-0.000584055
2017-01-25,"Maj Invest Vækstaktier",-0.00579534
2017-01-25,"Nordea Invest Engros Corporate Bonds",-0.00311464
2017-01-25,"Nordea Invest Danske Aktier Fokus KL 1",0.00303293
2017-01-25,"Nordea Invest Euro High Yield Bnd KL 1",0.0012978
2017-01-25,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000834812
2017-01-25,"Nykredit Alpha Mira",0.00336001
2017-01-25,"Nykredit Invest Engros DK Fokusaktier KL",-0.00358314
2017-01-25,"Nykredit Invest Ansvarlige Kreditobl.",-0.0037961
2017-01-25,"Wealth Invest HP Invest Korte Danske Obl",0.000610946
2017-01-25,"iShares Gold Producers ETF USD Acc",0.00569612
2017-01-25,"Nordea Invest Danske Aktier Fokus KL 2",0.00303293
2017-01-25,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000834812
2017-01-25,"Nordea Invest Euro High Yield Bonds KL 2",0.0012978
2017-02-01,"BankInvest Korte Danske Obligationer W",0.000110072
2017-02-01,"BankInvest Korte Danske Obligationer A",0.000110072
2017-02-01,"BGF Swiss Small & MidCap Opps D2",0.0125643
2017-02-01,"BGF World Gold A2 HKD Hedged",0.00946053
2017-02-01,"BGF World Gold A2",0.00931167
2017-02-01,"BGF World Gold X2",0.00975332
2017-02-01,"BGF World Gold D4",0.00938119
2017-02-01,"BGF World Gold I2",0.00945807
2017-02-01,"BGF World Gold D2 SGD Hedged",0.0100574
2017-02-01,"BGF Swiss Small & MidCap Opps A2",0.0124302
2017-02-01,"BGF World Gold D2",0.00963191
2017-02-01,"BGF World Gold A4",0.00963218
2017-02-01,"BSF European Unconstrained Eq I2 PF EUR",0.0121215
2017-02-01,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.00109051
2017-02-01,"Danske Invest Danm In x OMXC20 DKK Wd",0.00452809
2017-02-01,"Danske Inv Euro IG CB Rst DKK Wd",-0.000882435
2017-02-01,"Danske Invest Euro IG Obl KL DKK Wdh",-0.000358744
2017-02-01,"Danske Invest US High Yield Bonds KL",-0.000358744
2017-02-01,"Danske Invest Kommuner 4 KL",-0.00167835
2017-02-01,"Danske Invest Danm In ex OMXC20 DKK d",0.00452809
2017-02-01,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.000882435
2017-02-01,"Danske Invest Gl VO KL DKK W d h",-0.000829703
2017-02-01,"Danske Invest Teknologi Indeks KL",-0.000415938
2017-02-01,"Danske Invest Euro IG Corp Bd I",-0.00103112
2017-02-01,"Wealth Invest HP Engros Korte Danske Obl",-0.000246744
2017-02-01,"Gudme Raaschou European High Yield",0.000420592
2017-02-01,"Jyske Invest Højt Ratede Vrk.obl KL",-0.00165213
2017-02-01,"Maj Invest Danske Obligationer",9.73994e-05
2017-02-01,"Maj Invest Vækstaktier",0.00377505
2017-02-01,"Nordea Invest Engros Corporate Bonds",-0.00120943
2017-02-01,"Nordea Invest Danske Aktier Fokus KL 1",0.0166847
2017-02-01,"Nordea Invest Euro High Yield Bnd KL 1",-0.000518448
2017-02-01,"Nykredit Alpha Mira",-0.00224627
2017-02-01,"Nykredit Invest Engros DK Fokusaktier KL",-0.00129645
2017-02-01,"Nykredit Invest Ansvarlige Kreditobl.",-0.00136091
2017-02-01,"Wealth Invest HP Invest Korte Danske Obl",-0.000246744
2017-02-01,"iShares Gold Producers ETF USD Acc",0.0123708
2017-02-01,"Nordea Invest Danske Aktier Fokus KL 2",0.0166847
2017-02-01,"Nordea Invest Euro High Yield Bonds KL 2",-0.000518448
2017-02-08,"BankInvest Korte Danske Obligationer W",0.00165089
2017-02-08,"BankInvest Korte Danske Obligationer A",0.00165089
2017-02-08,"BGF Swiss Small & MidCap Opps D2",0.0171519
2017-02-08,"BGF World Gold A2 HKD Hedged",0.0900412
2017-02-08,"BGF World Gold A2",0.0889779
2017-02-08,"BGF World Gold X2",0.0894049
2017-02-08,"BGF World Gold D4",0.0883001
2017-02-08,"BGF World Gold I2",0.0890425
2017-02-08,"BGF World Gold D2 SGD Hedged",0.0898167
2017-02-08,"BGF Swiss Small & MidCap Opps A2",0.0170153
2017-02-08,"BGF World Gold D2",0.0889841
2017-02-08,"BGF World Gold A4",0.0886625
2017-02-08,"BSF European Unconstrained Eq I2 PF EUR",-0.0198651
2017-02-08,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00259075
2017-02-08,"Danske Invest Danm In x OMXC20 DKK Wd",0.00156672
2017-02-08,"Danske Inv Euro IG CB Rst DKK Wd",0.00575903
2017-02-08,"Danske Invest Euro IG Obl KL DKK Wdh",0.00591715
2017-02-08,"Danske Invest US High Yield Bonds KL",0.00591715
2017-02-08,"Danske Invest Kommuner 4 KL",0.00279436
2017-02-08,"Danske Invest Danm In ex OMXC20 DKK d",0.00156672
2017-02-08,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00575903
2017-02-08,"Danske Invest Gl VO KL DKK W d h",0.00573689
2017-02-08,"Danske Invest Teknologi Indeks KL",0.000508943
2017-02-08,"Danske Invest Euro IG Corp Bd I",0.0039788
2017-02-08,"Wealth Invest HP Engros Korte Danske Obl",6.01963e-05
2017-02-08,"Gudme Raaschou European High Yield",0.00210208
2017-02-08,"Jyske Invest Højt Ratede Vrk.obl KL",0.00634366
2017-02-08,"Maj Invest Danske Obligationer",0.00214258
2017-02-08,"Maj Invest Vækstaktier",0.0126652
2017-02-08,"Nordea Invest Engros Corporate Bonds",0.00554135
2017-02-08,"Nordea Invest Danske Aktier Fokus KL 1",-0.00894151
2017-02-08,"Nordea Invest Euro High Yield Bnd KL 1",0.00254247
2017-02-08,"Nordea Invest Korte Obl Lagerbe KL 1",0.00136909
2017-02-08,"Nykredit Alpha Mira",0.0132034
2017-02-08,"Nykredit Invest Engros DK Fokusaktier KL",0.00526302
2017-02-08,"Nykredit Invest Ansvarlige Kreditobl.",0.00481512
2017-02-08,"Wealth Invest HP Invest Korte Danske Obl",6.01954e-05
2017-02-08,"iShares Gold Producers ETF USD Acc",0.0792215
2017-02-08,"Nordea Invest Danske Aktier Fokus KL 2",-0.00894151
2017-02-08,"Nordea Invest Korte Obli Lagerbe KL 2",0.00136909
2017-02-08,"Nordea Invest Euro High Yield Bonds KL 2",0.00254247
2017-02-15,"BankInvest Korte Danske Obligationer W",-0.000110852
2017-02-15,"BankInvest Korte Danske Obligationer A",-0.000110852
2017-02-15,"BGF Swiss Small & MidCap Opps D2",0.0133226
2017-02-15,"BGF World Gold A2 HKD Hedged",-0.0198662
2017-02-15,"BGF World Gold A2",-0.0193718
2017-02-15,"BGF World Gold X2",-0.0189903
2017-02-15,"BGF World Gold D4",-0.0183723
2017-02-15,"BGF World Gold I2",-0.0190845
2017-02-15,"BGF World Gold D2 SGD Hedged",-0.0250938
2017-02-15,"BGF Swiss Small & MidCap Opps A2",0.0131785
2017-02-15,"BGF World Gold D2",-0.0192782
2017-02-15,"BGF World Gold A4",-0.0193811
2017-02-15,"BSF European Unconstrained Eq I2 PF EUR",0.00590139
2017-02-15,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000198768
2017-02-15,"Danske Invest Danm In x OMXC20 DKK Wd",0.013057
2017-02-15,"Danske Inv Euro IG CB Rst DKK Wd",-0.00067055
2017-02-15,"Danske Invest Euro IG Obl KL DKK Wdh",-0.000645816
2017-02-15,"Danske Invest US High Yield Bonds KL",-0.000645816
2017-02-15,"Danske Invest Kommuner 4 KL",0.000298507
2017-02-15,"Danske Invest Danm In ex OMXC20 DKK d",0.013057
2017-02-15,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.00067055
2017-02-15,"Danske Invest Gl VO KL DKK W d h",-0.000532085
2017-02-15,"Danske Invest Euro IG Corp Bd I",0.000842014
2017-02-15,"Wealth Invest HP Engros Korte Danske Obl",0.000701834
2017-02-15,"Gudme Raaschou European High Yield",0.00209767
2017-02-15,"Jyske Invest Højt Ratede Vrk.obl KL",-9.13576e-05
2017-02-15,"Maj Invest Danske Obligationer",0.00058309
2017-02-15,"Maj Invest Vækstaktier",-0.0084107
2017-02-15,"Nordea Invest Engros Corporate Bonds",-0.000620219
2017-02-15,"Nordea Invest Danske Aktier Fokus KL 1",0.0284115
2017-02-15,"Nordea Invest Euro High Yield Bnd KL 1",0.003663
2017-02-15,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000422699
2017-02-15,"Nykredit Alpha Mira",0.00261518
2017-02-15,"Nykredit Invest Engros DK Fokusaktier KL",-0.000107039
2017-02-15,"Nykredit Invest Ansvarlige Kreditobl.",-9.04159e-05
2017-02-15,"Wealth Invest HP Invest Korte Danske Obl",0.000701835
2017-02-15,"iShares Gold Producers ETF USD Acc",-0.00969277
2017-02-15,"Nordea Invest Danske Aktier Fokus KL 2",0.0284115
2017-02-15,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000422699
2017-02-15,"Nordea Invest Euro High Yield Bonds KL 2",0.003663
2017-02-22,"BankInvest Korte Danske Obligationer W",0.0018847
2017-02-22,"BankInvest Korte Danske Obligationer A",0.0018847
2017-02-22,"BGF Swiss Small & MidCap Opps D2",0.0107068
2017-02-22,"BGF World Gold A2 HKD Hedged",-0.00792732
2017-02-22,"BGF World Gold A2",-0.00720976
2017-02-22,"BGF World Gold X2",-0.00695076
2017-02-22,"BGF World Gold D4",-0.00505838
2017-02-22,"BGF World Gold I2",-0.00708464
2017-02-22,"BGF World Gold D2 SGD Hedged",-0.00339456
2017-02-22,"BGF Swiss Small & MidCap Opps A2",0.0105532
2017-02-22,"BGF World Gold D2",-0.00697964
2017-02-22,"BGF World Gold A4",-0.00691269
2017-02-22,"BSF European Unconstrained Eq I2 PF EUR",0.00814667
2017-02-22,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00198728
2017-02-22,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00351511
2017-02-22,"Danske Inv Euro IG CB Rst DKK Wd",0.00423447
2017-02-22,"Danske Invest Euro IG Obl KL DKK Wdh",0.00415436
2017-02-22,"Danske Invest US High Yield Bonds KL",0.00415436
2017-02-22,"Danske Invest Kommuner 4 KL",0.00169104
2017-02-22,"Danske Invest Danm In ex OMXC20 DKK d",-0.00351511
2017-02-22,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00423447
2017-02-22,"Danske Invest Gl VO KL DKK W d h",0.00425894
2017-02-22,"Danske Invest Euro IG Corp Bd I",0.00164105
2017-02-22,"Wealth Invest HP Engros Korte Danske Obl",-0.000210559
2017-02-22,"Gudme Raaschou European High Yield",0.00393536
2017-02-22,"Jyske Invest Højt Ratede Vrk.obl KL",0.00511649
2017-02-22,"Maj Invest Danske Obligationer",0.00174825
2017-02-22,"Maj Invest Vækstaktier",0.00644415
2017-02-22,"Nordea Invest Engros Corporate Bonds",0.00382706
2017-02-22,"Nordea Invest Danske Aktier Fokus KL 1",-0.000877963
2017-02-22,"Nordea Invest Euro High Yield Bnd KL 1",0.00318173
2017-02-22,"Nordea Invest Korte Obl Lagerbe KL 1",0.00211439
2017-02-22,"Nykredit Alpha Mira",0.00617311
2017-02-22,"Nykredit Invest Engros DK Fokusaktier KL",0.00559006
2017-02-22,"Nykredit Invest Ansvarlige Kreditobl.",0.00497332
2017-02-22,"Wealth Invest HP Invest Korte Danske Obl",-0.00021056
2017-02-22,"iShares Gold Producers ETF USD Acc",-0.0193852
2017-02-22,"Nordea Invest Danske Aktier Fokus KL 2",-0.000877963
2017-02-22,"Nordea Invest Korte Obli Lagerbe KL 2",0.00211439
2017-02-22,"Nordea Invest Euro High Yield Bonds KL 2",0.00318173
2017-03-01,"BankInvest Korte Danske Obligationer W",0.000331969
2017-03-01,"BankInvest Korte Danske Obligationer A",0.000331969
2017-03-01,"BGF Swiss Small & MidCap Opps D2",0.00438727
2017-03-01,"BGF World Gold A2 HKD Hedged",-0.0772589
2017-03-01,"BGF World Gold A2",-0.0768664
2017-03-01,"BGF World Gold X2",-0.0765032
2017-03-01,"BGF World Gold D4",-0.0775544
2017-03-01,"BGF World Gold I2",-0.0766826
2017-03-01,"BGF World Gold D2 SGD Hedged",-0.0720987
2017-03-01,"BGF Swiss Small & MidCap Opps A2",0.00424954
2017-03-01,"BGF World Gold D2",-0.0766965
2017-03-01,"BGF World Gold A4",-0.0771682
2017-03-01,"BSF European Unconstrained Eq I2 PF EUR",0.00315455
2017-03-01,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00178501
2017-03-01,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00396845
2017-03-01,"Danske Inv Euro IG CB Rst DKK Wd",0.000351601
2017-03-01,"Danske Invest Euro IG Obl KL DKK Wdh",0.000275811
2017-03-01,"Danske Invest US High Yield Bonds KL",0.000275811
2017-03-01,"Danske Invest Kommuner 4 KL",0.00228401
2017-03-01,"Danske Invest Danm In ex OMXC20 DKK d",-0.00396845
2017-03-01,"Danske Inv EuroIG CorpBds Re KL DKKd",0.000351601
2017-03-01,"Danske Invest Gl VO KL DKK W d h",0.000424088
2017-03-01,"Danske Invest Teknologi Indeks KL",0.00386759
2017-03-01,"Danske Invest Euro IG Corp Bd I",0.00558553
2017-03-01,"Wealth Invest HP Engros Korte Danske Obl",0.00124891
2017-03-01,"Gudme Raaschou European High Yield",0.00258549
2017-03-01,"Jyske Invest Højt Ratede Vrk.obl KL",-0.000181802
2017-03-01,"Maj Invest Danske Obligationer",0.00155129
2017-03-01,"Maj Invest Vækstaktier",0.000766158
2017-03-01,"Nordea Invest Engros Corporate Bonds",0.00010304
2017-03-01,"Nordea Invest Danske Aktier Fokus KL 1",0.000292912
2017-03-01,"Nordea Invest Euro High Yield Bnd KL 1",0.00345149
2017-03-01,"Nordea Invest Korte Obl Lagerbe KL 1",0.000632978
2017-03-01,"Nykredit Alpha Mira",0.00683197
2017-03-01,"Nykredit Invest Engros DK Fokusaktier KL",0.000316195
2017-03-01,"Nykredit Invest Ansvarlige Kreditobl.",8.99766e-05
2017-03-01,"Wealth Invest HP Invest Korte Danske Obl",0.00124892
2017-03-01,"iShares Gold Producers ETF USD Acc",-0.0530456
2017-03-01,"Nordea Invest Danske Aktier Fokus KL 2",0.000292912
2017-03-01,"Nordea Invest Korte Obli Lagerbe KL 2",0.000632978
2017-03-01,"Nordea Invest Euro High Yield Bonds KL 2",0.00345149
2017-03-08,"BankInvest Korte Danske Obligationer W",-0.000663717
2017-03-08,"BankInvest Korte Danske Obligationer A",-0.000663717
2017-03-08,"BGF Swiss Small & MidCap Opps D2",0.00845991
2017-03-08,"BGF World Gold A2 HKD Hedged",-0.0514163
2017-03-08,"BGF World Gold A2",-0.0496894
2017-03-08,"BGF World Gold X2",-0.0493438
2017-03-08,"BGF World Gold D4",-0.0517529
2017-03-08,"BGF World Gold I2",-0.0495893
2017-03-08,"BGF World Gold D2 SGD Hedged",-0.0548931
2017-03-08,"BGF Swiss Small & MidCap Opps A2",0.00829983
2017-03-08,"BGF World Gold D2",-0.0496539
2017-03-08,"BGF World Gold A4",-0.0493787
2017-03-08,"BSF European Unconstrained Eq I2 PF EUR",-0.0111139
2017-03-08,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.000692932
2017-03-08,"Danske Invest Danm In x OMXC20 DKK Wd",-0.0050664
2017-03-08,"Danske Inv Euro IG CB Rst DKK Wd",-0.00263802
2017-03-08,"Danske Invest Euro IG Obl KL DKK Wdh",-0.00266544
2017-03-08,"Danske Invest US High Yield Bonds KL",-0.00266544
2017-03-08,"Danske Invest Kommuner 4 KL",-0.00069355
2017-03-08,"Danske Invest Danm In ex OMXC20 DKK d",-0.0050664
2017-03-08,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.00263802
2017-03-08,"Danske Invest Gl VO KL DKK W d h",-0.00264943
2017-03-08,"Danske Invest Euro IG Corp Bd I",-0.00321107
2017-03-08,"Wealth Invest HP Engros Korte Danske Obl",-0.000153963
2017-03-08,"Gudme Raaschou European High Yield",0.00249563
2017-03-08,"Jyske Invest Højt Ratede Vrk.obl KL",-0.00245477
2017-03-08,"Maj Invest Danske Obligationer",-0.00135528
2017-03-08,"Maj Invest Vækstaktier",-0.0131241
2017-03-08,"Nordea Invest Engros Corporate Bonds",-0.00185452
2017-03-08,"Nordea Invest Danske Aktier Fokus KL 1",-0.00497804
2017-03-08,"Nordea Invest Euro High Yield Bnd KL 1",0.000557776
2017-03-08,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000843437
2017-03-08,"Nykredit Alpha Mira",0.00793344
2017-03-08,"Nykredit Invest Engros DK Fokusaktier KL",-0.00264302
2017-03-08,"Nykredit Invest Ansvarlige Kreditobl.",-0.00269906
2017-03-08,"Wealth Invest HP Invest Korte Danske Obl",-0.000153964
2017-03-08,"iShares Gold Producers ETF USD Acc",-0.063576
2017-03-08,"Nordea Invest Danske Aktier Fokus KL 2",-0.00497804
2017-03-08,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000843437
2017-03-08,"Nordea Invest Euro High Yield Bonds KL 2",0.000557776
2017-03-15,"BankInvest Korte Danske Obligationer W",-0.000664158
2017-03-15,"BankInvest Korte Danske Obligationer A",-0.000664158
2017-03-15,"BGF Swiss Small & MidCap Opps D2",0.00166371
2017-03-15,"BGF World Gold A2 HKD Hedged",0.0117818
2017-03-15,"BGF World Gold A2",0.0115316
2017-03-15,"BGF World Gold X2",0.0122769
2017-03-15,"BGF World Gold D4",0.012067
2017-03-15,"BGF World Gold I2",0.0121575
2017-03-15,"BGF World Gold D2 SGD Hedged",0.0154769
2017-03-15,"BGF Swiss Small & MidCap Opps A2",0.00152458
2017-03-15,"BGF World Gold D2",0.0119522
2017-03-15,"BGF World Gold A4",0.0115316
2017-03-15,"BSF European Unconstrained Eq I2 PF EUR",0.0082839
2017-03-15,"Danske Invest Alm Bol ML Obl Kl DKK W d",-0.00148588
2017-03-15,"Danske Invest Danm In x OMXC20 DKK Wd",0.0256093
2017-03-15,"Danske Inv Euro IG CB Rst DKK Wd",-0.00190118
2017-03-15,"Danske Invest Euro IG Obl KL DKK Wdh",-0.00202746
2017-03-15,"Danske Invest US High Yield Bonds KL",-0.00202746
2017-03-15,"Danske Invest Kommuner 4 KL",-0.00158636
2017-03-15,"Danske Invest Danm In ex OMXC20 DKK d",0.0256093
2017-03-15,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.00190118
2017-03-15,"Danske Invest Gl VO KL DKK W d h",-0.00191266
2017-03-15,"Danske Invest Euro IG Corp Bd I",-0.00470275
2017-03-15,"Wealth Invest HP Engros Korte Danske Obl",4.46876e-05
2017-03-15,"Gudme Raaschou European High Yield",-0.00448096
2017-03-15,"Jyske Invest Højt Ratede Vrk.obl KL",-0.00291651
2017-03-15,"Maj Invest Danske Obligationer",-0.000484684
2017-03-15,"Maj Invest Vækstaktier",-0.00581814
2017-03-15,"Nordea Invest Engros Corporate Bonds",-0.00185797
2017-03-15,"Nordea Invest Danske Aktier Fokus KL 1",0.0163626
2017-03-15,"Nordea Invest Euro High Yield Bnd KL 1",-0.0034377
2017-03-15,"Nordea Invest Korte Obl Lagerbe KL 1",-0.000527593
2017-03-15,"Nykredit Alpha Mira",-0.0010218
2017-03-15,"Nykredit Invest Engros DK Fokusaktier KL",-0.00281272
2017-03-15,"Nykredit Invest Ansvarlige Kreditobl.",-0.00279657
2017-03-15,"Wealth Invest HP Invest Korte Danske Obl",4.46885e-05
2017-03-15,"iShares Gold Producers ETF USD Acc",0.0476259
2017-03-15,"Nordea Invest Danske Aktier Fokus KL 2",0.0163626
2017-03-15,"Nordea Invest Korte Obli Lagerbe KL 2",-0.000527593
2017-03-15,"Nordea Invest Euro High Yield Bonds KL 2",-0.0034377
2017-03-22,"BankInvest Korte Danske Obligationer W",0.000664599
2017-03-22,"BankInvest Korte Danske Obligationer A",0.000664599
2017-03-22,"BGF Swiss Small & MidCap Opps D2",-0.00361256
2017-03-22,"BGF World Gold A2 HKD Hedged",0.0669031
2017-03-22,"BGF World Gold A2",0.0661446
2017-03-22,"BGF World Gold X2",0.0665488
2017-03-22,"BGF World Gold D4",0.0642142
2017-03-22,"BGF World Gold I2",0.0663143
2017-03-22,"BGF World Gold D2 SGD Hedged",0.0768715
2017-03-22,"BGF Swiss Small & MidCap Opps A2",-0.00376038
2017-03-22,"BGF World Gold D2",0.0663696
2017-03-22,"BGF World Gold A4",0.0661446
2017-03-22,"BSF European Unconstrained Eq I2 PF EUR",-0.00239779
2017-03-22,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000595238
2017-03-22,"Danske Invest Danm In x OMXC20 DKK Wd",-0.0122439
2017-03-22,"Danske Inv Euro IG CB Rst DKK Wd",0.000399981
2017-03-22,"Danske Invest Euro IG Obl KL DKK Wdh",0.000461723
2017-03-22,"Danske Invest US High Yield Bonds KL",0.000461723
2017-03-22,"Danske Invest Danm In ex OMXC20 DKK d",-0.0122439
2017-03-22,"Danske Inv EuroIG CorpBds Re KL DKKd",0.000399981
2017-03-22,"Danske Invest Gl VO KL DKK W d h",0.000532311
2017-03-22,"Danske Invest Euro IG Corp Bd I",0.00245071
2017-03-22,"Wealth Invest HP Engros Korte Danske Obl",8.21912e-05
2017-03-22,"Gudme Raaschou European High Yield",0.0020005
2017-03-22,"Jyske Invest Højt Ratede Vrk.obl KL",0.00100548
2017-03-22,"Maj Invest Danske Obligationer",-9.69838e-05
2017-03-22,"Maj Invest Vækstaktier",0.0110356
2017-03-22,"Nordea Invest Engros Corporate Bonds",0.000723888
2017-03-22,"Nordea Invest Danske Aktier Fokus KL 1",-0.00868659
2017-03-22,"Nordea Invest Euro High Yield Bnd KL 1",0.0017714
2017-03-22,"Nordea Invest Korte Obl Lagerbe KL 1",0.000422297
2017-03-22,"Nykredit Alpha Mira",-4.26185e-05
2017-03-22,"Nykredit Invest Engros DK Fokusaktier KL",0.00179421
2017-03-22,"Nykredit Invest Ansvarlige Kreditobl.",0.0018093
2017-03-22,"Wealth Invest HP Invest Korte Danske Obl",8.21903e-05
2017-03-22,"iShares Gold Producers ETF USD Acc",0.0128551
2017-03-22,"Nordea Invest Danske Aktier Fokus KL 2",-0.00868659
2017-03-22,"Nordea Invest Korte Obli Lagerbe KL 2",0.000422297
2017-03-22,"Nordea Invest Euro High Yield Bonds KL 2",0.0017714
2017-03-29,"BankInvest Korte Danske Obligationer W",0.00143901
2017-03-29,"BankInvest Korte Danske Obligationer A",0.00143901
2017-03-29,"BGF Swiss Small & MidCap Opps D2",0.0122971
2017-03-29,"BGF World Gold A2 HKD Hedged",-0.0172492
2017-03-29,"BGF World Gold A2",-0.0149101
2017-03-29,"BGF World Gold X2",-0.0147014
2017-03-29,"BGF World Gold D4",-0.0137027
2017-03-29,"BGF World Gold I2",-0.0149593
2017-03-29,"BGF World Gold D2 SGD Hedged",-0.0132054
2017-03-29,"BGF Swiss Small & MidCap Opps A2",0.0121491
2017-03-29,"BGF World Gold D2",-0.0150342
2017-03-29,"BGF World Gold A4",-0.0152236
2017-03-29,"BSF European Unconstrained Eq I2 PF EUR",0.0187881
